,지역,24시~1시,1시~2시,2시~3시,3시~4시,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,총합
81,서울 노원구 중계동,266839.0,25196.0,5939.0,4299.0,155227.0,480018.0,1257071.0,3326467.0,3272508.0,2210936.0,1775932.0,1735915.0,2126583.0,2178634.0,2031543.0,2447345.0,3154840.0,3131964.0,3350740.0,2806088.0,2087157.0,1989921.0,2081972.0,844268.0,42747402.0
82,서울 노원구 하계동,242654.0,61723.0,19564.0,28899.0,186989.0,405337.0,829066.0,2216598.0,2600799.0,1834250.0,1496789.0,1447772.0,1663945.0,1739215.0,1695945.0,1848068.0,2296870.0,2185744.0,2266818.0,1850644.0,1393408.0,1311189.0,1228986.0,598735.0,31450007.0
83,서울 도봉구 도봉동,247174.0,124161.0,26659.0,56219.0,289356.0,333261.0,756396.0,2013701.0,2590400.0,1797218.0,1480415.0,1374532.0,1446125.0,1527586.0,1523647.0,1660264.0,1913211.0,1986966.0,2181244.0,1710161.0,1154561.0,1003182.0,852030.0,470114.0,28518583.0
84,서울 도봉구 방학동,395788.0,141065.0,28934.0,30629.0,368489.0,757075.0,1349326.0,2979415.0,3710092.0,2569557.0,2095464.0,1975667.0,2229860.0,2286209.0,2257265.0,2523323.0,2896791.0,3008817.0,3345328.0,2810588.0,1963624.0,1724573.0,1491525.0,846870.0,43786274.0
85,서울 도봉구 쌍문동,289536.0,71738.0,15645.0,18636.0,411623.0,748316.0,1502370.0,3370944.0,4045218.0,2688567.0,2169449.0,2093070.0,2156059.0,2213761.0,2251470.0,2519735.0,2976344.0,2989628.0,3086214.0,2527668.0,1833583.0,1582343.0,1376319.0,778784.0,43717020.0
86,서울 도봉구 창동,641512.0,163384.0,30140.0,32790.0,454495.0,1168667.0,2180280.0,5022781.0,6352461.0,4200870.0,3321321.0,3169631.0,3439906.0,3499230.0,3508934.0,3991258.0,4700817.0,5041478.0,5955814.0,5088300.0,3542822.0,3115488.0,2836383.0,1653771.0,73112533.0
87,서울 동대문구 답십리동,148215.0,13367.0,12194.0,13364.0,139261.0,563230.0,822803.0,1819188.0,2561785.0,1600159.0,1219518.0,1121378.0,1244824.0,1317428.0,1298492.0,1449514.0,1724165.0,1904446.0,2201107.0,1684109.0,1173183.0,1068813.0,929574.0,494844.0,26524961.0
88,서울 동대문구 용신동,372967.0,96622.0,53791.0,47471.0,263456.0,855870.0,1105353.0,2204364.0,3715186.0,2542534.0,2189170.0,2300201.0,2459583.0,2630511.0,2644406.0,2873067.0,3113282.0,3403634.0,3678383.0,2352011.0,1720499.0,1659211.0,1463748.0,837263.0,44582583.0
89,서울 동대문구 이문동,176532.0,44260.0,16796.0,10710.0,136353.0,269040.0,391332.0,855606.0,1400538.0,814475.0,751655.0,761472.0,798890.0,825657.0,852314.0,900239.0,1098377.0,1156764.0,1177128.0,891393.0,680350.0,659934.0,613294.0,326201.0,15609310.0
90,서울 동대문구 장안동,341664.0,14863.0,9131.0,10036.0,238789.0,940255.0,1981900.0,4708802.0,6245852.0,3772848.0,2702661.0,2535476.0,2751873.0,2856064.0,2847582.0,3191252.0,3974169.0,4447138.0,5433962.0,4303559.0,2733297.0,2459143.0,2270944.0,1103491.0,61874751.0
91,서울 동대문구 전농동,394738.0,39753.0,11260.0,9527.0,274737.0,1087679.0,1661039.0,3594085.0,5185188.0,3821155.0,3063323.0,2956107.0,3379397.0,3624496.0,3443824.0,3877184.0,4499898.0,4644427.0,5187003.0,3794506.0,2805491.0,2497621.0,2221694.0,1198696.0,63272828.0
92,서울 동대문구 제기동,202866.0,18397.0,9586.0,7217.0,303916.0,722182.0,1020015.0,1883140.0,3221875.0,2350241.0,2238610.0,2326812.0,2489793.0,2720381.0,2649644.0,2842262.0,2846602.0,2718783.0,2553170.0,1666088.0,1243462.0,1147239.0,1010246.0,561722.0,38754249.0
93,서울 동대문구 청량리동,20065.0,5994.0,1655.0,1807.0,116189.0,107513.0,169200.0,348219.0,505545.0,347477.0,266398.0,237613.0,262396.0,273881.0,261853.0,277017.0,323517.0,323455.0,351147.0,221429.0,149147.0,141487.0,120756.0,66783.0,4900543.0
94,서울 동대문구 회기동,48486.0,17291.0,7293.0,3348.0,30662.0,43430.0,97799.0,315244.0,650171.0,478533.0,495632.0,444549.0,365643.0,468486.0,491410.0,436246.0,506771.0,564252.0,418040.0,282119.0,224404.0,243099.0,183278.0,62470.0,6878656.0
95,서울 동대문구 휘경동,253151.0,52393.0,10182.0,5918.0,206898.0,528917.0,938378.0,2336818.0,3508566.0,2322364.0,1965715.0,1812297.0,1896480.0,2017325.0,1949690.0,2132820.0,2460632.0,2747622.0,2836967.0,2086826.0,1514314.0,1471546.0,1313611.0,670744.0,37040174.0
96,서울 동작구 노량진동,241272.0,47688.0,33751.0,22576.0,159306.0,680662.0,1077509.0,2483989.0,3494013.0,2285599.0,1784169.0,1726960.0,1916964.0,2018926.0,2032135.0,2245059.0,2653281.0,3073439.0,3762413.0,2802735.0,2070316.0,2034341.0,1987621.0,982972.0,41617696.0
97,서울 동작구 대방동,110865.0,6525.0,5061.0,3381.0,55127.0,263341.0,710312.0,2068823.0,2854555.0,1726208.0,1224196.0,1177864.0,1280760.0,1326073.0,1369529.0,1523060.0,1823212.0,2055352.0,2517951.0,1774392.0,1246763.0,1218401.0,1112389.0,560671.0,28014811.0
98,서울 동작구 사당동,310119.0,67469.0,34090.0,25246.0,65931.0,582995.0,1346551.0,3367555.0,4436360.0,3174027.0,2473288.0,2500947.0,2639534.0,2804112.0,2742243.0,3152141.0,3677993.0,3974922.0,4678387.0,3655262.0,2697604.0,2577036.0,2516642.0,1321308.0,54821762.0
99,서울 동작구 상도동,305931.0,49665.0,30554.0,22728.0,160594.0,813497.0,1773941.0,4296781.0,6291668.0,4341063.0,3851227.0,3430291.0,3561176.0,3835071.0,3818199.0,4185688.0,4902927.0,5224724.0,6087320.0,4821026.0,3523342.0,3312969.0,3093993.0,1655193.0,73389568.0
100,서울 동작구 신대방동,94238.0,6494.0,5211.0,6228.0,40620.0,203850.0,427372.0,1157651.0,1708496.0,1101090.0,864825.0,751964.0,778778.0,828793.0,851155.0,923558.0,1077349.0,1221852.0,1427828.0,993993.0,738147.0,664660.0,599524.0,326583.0,16800259.0
101,서울 동작구 흑석동,167048.0,5097.0,0.0,0.0,21535.0,340765.0,748514.0,1555136.0,2167003.0,1626044.0,1663281.0,1555020.0,1567076.0,1659805.0,1801137.0,1845342.0,2117923.0,2288806.0,2387709.0,1745771.0,1407060.0,1337036.0,1262500.0,729200.0,29998808.0
102,서울 마포구 공덕동,146072.0,25984.0,15241.0,16133.0,73822.0,362957.0,595902.0,1569892.0,2459057.0,1564577.0,1081287.0,1026937.0,1076956.0,1130336.0,1094486.0,1249635.0,1461705.0,1763976.0,2219217.0,1581986.0,1147298.0,1084556.0,977405.0,548557.0,24273974.0
103,서울 마포구 대흥동,137376.0,46198.0,27494.0,20958.0,46110.0,274618.0,436328.0,1017473.0,1773524.0,1311271.0,1212962.0,1045584.0,1155502.0,1369269.0,1213722.0,1314891.0,1598865.0,1697493.0,1906314.0,1310478.0,1023907.0,1040467.0,1009347.0,531847.0,22521998.0
104,서울 마포구 도화동,31254.0,114.0,0.0,0.0,4288.0,46455.0,156289.0,434564.0,776131.0,465347.0,311645.0,317863.0,342838.0,361853.0,365860.0,416405.0,520778.0,653565.0,921436.0,581619.0,405838.0,392382.0,358716.0,195958.0,8061198.0
105,서울 마포구 동교동,31795.0,1946.0,0.0,0.0,992.0,32999.0,56765.0,126972.0,241711.0,245818.0,185011.0,199158.0,233929.0,261620.0,259473.0,285425.0,339719.0,419092.0,510235.0,367392.0,278810.0,294220.0,270609.0,148586.0,4792277.0
106,서울 마포구 망원동,76200.0,3172.0,4977.0,2814.0,40820.0,166075.0,316046.0,710930.0,1144787.0,734026.0,543652.0,521566.0,585441.0,641574.0,630022.0,688618.0,801583.0,923193.0,1109947.0,825665.0,593617.0,542862.0,496837.0,273948.0,12378372.0
107,서울 마포구 상암동,172791.0,19768.0,9291.0,9136.0,93264.0,457323.0,996873.0,2721657.0,4654863.0,3178156.0,1719457.0,1443658.0,1564671.0,1660406.0,1610203.0,1883671.0,2268472.0,3019260.0,3833563.0,2529137.0,1601730.0,1407168.0,1163786.0,602881.0,38621185.0
108,서울 마포구 서강동,35527.0,199.0,0.0,0.0,9015.0,44248.0,88619.0,202435.0,386383.0,355263.0,272084.0,251658.0,290631.0,337494.0,334110.0,341078.0,382831.0,437293.0,533685.0,390925.0,286701.0,275360.0,258077.0,160285.0,5673901.0
109,서울 마포구 서교동,797306.0,263713.0,183439.0,166922.0,262613.0,801801.0,1319807.0,2946578.0,4892866.0,4374729.0,3342779.0,3335883.0,3759683.0,4195125.0,4078353.0,4375291.0,5100714.0,5835833.0,6885644.0,4989240.0,3707450.0,3689266.0,3564725.0,2134800.0,75004560.0
110,서울 마포구 성산동,155356.0,8578.0,9786.0,3059.0,85816.0,302662.0,573908.0,1422314.0,2114641.0,1584961.0,1221431.0,1167124.0,1324089.0,1426311.0,1433913.0,1601548.0,1871247.0,1973026.0,2221420.0,1590250.0,1113445.0,1017786.0,952347.0,520575.0,25695593.0
111,서울 마포구 신수동,16856.0,0.0,0.0,0.0,7164.0,30563.0,115854.0,325231.0,552323.0,349216.0,226539.0,218347.0,221060.0,248687.0,244614.0,258661.0,287414.0,360953.0,523835.0,312868.0,213251.0,197147.0,178105.0,81054.0,4969742.0
112,서울 마포구 아현동,150160.0,23499.0,17729.0,14866.0,74058.0,362177.0,603833.0,1558333.0,2510984.0,1612028.0,1181883.0,1170701.0,1250417.0,1359216.0,1331891.0,1468772.0,1694329.0,1899316.0,2256757.0,1466417.0,1090467.0,1063406.0,945941.0,501697.0,25608877.0
113,서울 마포구 연남동,10736.0,3549.0,1197.0,1743.0,34408.0,74733.0,128268.0,330540.0,383604.0,333938.0,265555.0,253958.0,276927.0,296622.0,288606.0,305471.0,354338.0,368948.0,376734.0,271004.0,196258.0,174362.0,144795.0,79392.0,4955686.0
114,서울 마포구 염리동,7939.0,876.0,609.0,483.0,7976.0,32707.0,56529.0,212654.0,255926.0,153202.0,107247.0,108713.0,145483.0,165760.0,140032.0,169746.0,259186.0,209896.0,217616.0,173896.0,132463.0,136424.0,131892.0,54398.0,2881653.0
115,서울 마포구 용강동,96537.0,14482.0,10920.0,8658.0,37028.0,180463.0,298612.0,826270.0,1267880.0,898010.0,653568.0,672212.0,684849.0,706633.0,693685.0,726636.0,814156.0,1123824.0,1376410.0,827252.0,636471.0,594743.0,516674.0,272897.0,13938870.0
116,서울 마포구 합정동,66147.0,1681.0,546.0,735.0,6836.0,58847.0,119906.0,305196.0,576249.0,420895.0,289369.0,297833.0,340540.0,384853.0,387530.0,419762.0,483980.0,577270.0,756208.0,546836.0,375292.0,369216.0,334401.0,197279.0,7317407.0
117,서울 서대문구 남가좌동,163851.0,26252.0,11741.0,7654.0,121523.0,273548.0,591880.0,1357421.0,1746752.0,1377031.0,1381341.0,1204087.0,1163372.0,1279279.0,1347145.0,1381033.0,1673814.0,1703928.0,1724664.0,1474395.0,1068181.0,970884.0,924650.0,529375.0,23503801.0
118,서울 서대문구 북가좌동,103269.0,11944.0,6.0,0.0,112278.0,172763.0,442578.0,905103.0,1045027.0,773529.0,605236.0,558670.0,619624.0,641720.0,646111.0,739913.0,887649.0,897134.0,985346.0,803098.0,561572.0,530213.0,509297.0,267657.0,12819737.0
119,서울 서대문구 북아현동,1596.0,0.0,0.0,0.0,228.0,8426.0,95496.0,214607.0,267144.0,216376.0,190853.0,183100.0,204839.0,203051.0,201319.0,222461.0,263897.0,282059.0,305378.0,245257.0,193777.0,191270.0,159948.0,11912.0,3662994.0
120,서울 서대문구 신촌동,270513.0,22106.0,11844.0,5145.0,103098.0,739786.0,1064334.0,2282252.0,3794209.0,3361835.0,2689149.0,2428337.0,2851473.0,3038304.0,2889165.0,3344106.0,3698332.0,4027995.0,4098657.0,2774581.0,2278224.0,2398841.0,2243565.0,1188342.0,51604193.0
121,서울 서대문구 연희동,277398.0,18401.0,6226.0,4578.0,200285.0,636921.0,1114114.0,2177920.0,3287888.0,2613136.0,2113506.0,2023501.0,2226230.0,2409502.0,2347769.0,2618495.0,3088148.0,3219312.0,3645645.0,2750838.0,1984133.0,1940704.0,1788901.0,993941.0,43487492.0
122,서울 서대문구 천연동,92680.0,22612.0,754.0,566.0,231228.0,339547.0,495860.0,1111346.0,1474392.0,1188585.0,901336.0,879725.0,959041.0,963557.0,967654.0,1123139.0,1230565.0,1212226.0,1204495.0,870506.0,655893.0,618151.0,526741.0,260605.0,17331204.0
123,서울 서대문구 충현동,85457.0,13497.0,8964.0,5344.0,111617.0,235383.0,425528.0,1181219.0,2027749.0,1162984.0,764543.0,784269.0,769580.0,840237.0,883665.0,974804.0,1098339.0,1376615.0,1733842.0,974281.0,760045.0,735718.0,619170.0,273119.0,17845969.0
124,서울 서대문구 홍은동,151958.0,18123.0,5799.0,3715.0,103070.0,346720.0,748573.0,1892547.0,2399704.0,1820638.0,1388947.0,1377375.0,1428281.0,1589479.0,1565834.0,1880622.0,2209232.0,2194095.0,2069515.0,1628921.0,1237119.0,1161877.0,1061600.0,538188.0,28821932.0
125,서울 서대문구 홍제동,147189.0,17130.0,760.0,484.0,102795.0,317034.0,788341.0,1887559.0,2383640.0,1815578.0,1530539.0,1453004.0,1538488.0,1597979.0,1601341.0,1817888.0,2092433.0,2173028.0,2422285.0,1802770.0,1319478.0,1212887.0,1050099.0,524816.0,29597545.0
126,서울 서초구 내곡동,27625.0,10781.0,737.0,672.0,9574.0,87046.0,211216.0,572527.0,817455.0,379061.0,247489.0,228380.0,290543.0,303210.0,296729.0,365106.0,463373.0,683061.0,612616.0,328025.0,218310.0,177369.0,151973.0,78172.0,6561050.0
127,서울 서초구 반포동,625713.0,121009.0,62281.0,48703.0,204256.0,1234444.0,2068217.0,4149887.0,6154752.0,5001446.0,3827429.0,3953202.0,4318711.0,4624784.0,4678741.0,5277043.0,6123443.0,6200358.0,6633266.0,5054310.0,3810095.0,3545496.0,3237574.0,1585843.0,82541003.0
128,서울 서초구 방배동,341747.0,59704.0,29054.0,26801.0,236167.0,717621.0,1508243.0,3961087.0,6729108.0,4700640.0,3063345.0,2831885.0,3002559.0,3198547.0,3255276.0,3650102.0,4297813.0,4801036.0,5765210.0,3845379.0,2733701.0,2648393.0,2346990.0,1088351.0,64838759.0
129,서울 서초구 서초동,452862.0,132957.0,82611.0,70400.0,149252.0,974660.0,1881814.0,4871802.0,8382573.0,6346501.0,3930487.0,3426685.0,3634316.0,4150416.0,4031973.0,4501438.0,5245697.0,6462766.0,7901127.0,4907700.0,3468949.0,3545267.0,3197139.0,1389564.0,83138956.0
130,서울 서초구 양재동,245475.0,39312.0,2089.0,943.0,59357.0,450633.0,1061967.0,2755569.0,4578574.0,2847665.0,1726649.0,1531543.0,1644912.0,1749622.0,1743246.0,2032395.0,2440366.0,3192064.0,3915022.0,2288500.0,1607058.0,1489629.0,1223941.0,625471.0,39252002.0
131,서울 서초구 잠원동,278011.0,60455.0,26244.0,26813.0,87707.0,353450.0,448397.0,1022866.0,1441304.0,1233360.0,839168.0,793251.0,853411.0,945861.0,964541.0,1077771.0,1229564.0,1523772.0,1826593.0,1278059.0,848494.0,875512.0,833943.0,494506.0,19363053.0
132,서울 성동구 금호동,41604.0,16.0,1.0,0.0,57754.0,205083.0,462956.0,1148695.0,1643753.0,1072871.0,918801.0,904689.0,967034.0,1041341.0,1073297.0,1200013.0,1313443.0,1385231.0,1531265.0,1249502.0,893700.0,790108.0,732707.0,330721.0,18964585.0
133,서울 성동구 마장동,33800.0,58.0,0.0,0.0,119250.0,300184.0,396493.0,753131.0,1135501.0,749566.0,528378.0,508143.0,547948.0,579800.0,562618.0,622293.0,700056.0,789101.0,868133.0,640952.0,451546.0,402102.0,344708.0,157134.0,11190895.0
134,서울 성동구 사근동,23546.0,8736.0,6574.0,3214.0,31424.0,103679.0,205679.0,347024.0,619674.0,514043.0,422691.0,351094.0,467833.0,455730.0,454053.0,505392.0,581209.0,640838.0,666418.0,478216.0,385615.0,378962.0,359913.0,193295.0,8204852.0
135,서울 성동구 성수동,145976.0,43025.0,30177.0,26227.0,139968.0,517533.0,721296.0,1367154.0,2403034.0,1761302.0,1138102.0,1057345.0,1201331.0,1321723.0,1400960.0,1552669.0,1749191.0,2115934.0,2655611.0,1742722.0,1192039.0,1087518.0,911152.0,458530.0,26740519.0
136,서울 성동구 송정동,3453.0,0.0,0.0,0.0,13127.0,46510.0,83862.0,174388.0,322579.0,187499.0,113897.0,96128.0,108139.0,116004.0,124411.0,128303.0,140059.0,217044.0,277488.0,145936.0,91906.0,82463.0,71653.0,33766.0,2578615.0
137,서울 성동구 옥수동,17160.0,2.0,0.0,0.0,7553.0,64398.0,188016.0,490836.0,774072.0,529337.0,420270.0,418900.0,457089.0,488471.0,539005.0,578480.0,599281.0,656333.0,729037.0,587934.0,404879.0,367840.0,315186.0,159171.0,8793250.0
138,서울 성동구 왕십리도선동,117643.0,27226.0,20280.0,14527.0,118530.0,330009.0,433991.0,963817.0,1720482.0,1127445.0,818667.0,798767.0,908045.0,944356.0,940534.0,1035628.0,1188140.0,1343717.0,1592997.0,1297246.0,941841.0,899785.0,794932.0,433670.0,18812275.0
139,서울 성동구 왕십리동,9018.0,34.0,0.0,0.0,467.0,7967.0,39003.0,112669.0,164390.0,94964.0,69112.0,67012.0,71311.0,72837.0,73719.0,88185.0,101854.0,124106.0,157572.0,120694.0,79075.0,75425.0,65180.0,36935.0,1631529.0
140,서울 성동구 용답동,44605.0,1588.0,2191.0,884.0,32106.0,148016.0,304278.0,791393.0,1156709.0,640249.0,380845.0,349524.0,376497.0,406012.0,367984.0,400488.0,497226.0,614782.0,814855.0,532353.0,347130.0,309752.0,254106.0,147869.0,8921442.0
141,서울 성동구 응봉동,13979.0,1.0,0.0,0.0,13907.0,61463.0,117956.0,284144.0,428378.0,264590.0,206817.0,198665.0,215630.0,221250.0,223418.0,273736.0,322104.0,320298.0,372861.0,309313.0,229779.0,201095.0,180453.0,94709.0,4554546.0
142,서울 성동구 행당동,118340.0,24593.0,20213.0,11993.0,150008.0,374005.0,591100.0,1312608.0,1823025.0,1287287.0,1016167.0,1020419.0,1163484.0,1240140.0,1209796.0,1400721.0,1601919.0,1729686.0,1935943.0,1491929.0,1098576.0,1052307.0,968870.0,483782.0,23126911.0
143,서울 성북구 길음동,428304.0,113927.0,28189.0,19100.0,582793.0,766041.0,1350937.0,2973600.0,4010409.0,2642366.0,2265004.0,2145085.0,2274195.0,2412205.0,2411709.0,2692693.0,3114056.0,3450184.0,3859835.0,2845180.0,2151191.0,1856249.0,1900267.0,1046531.0,47340050.0
144,서울 성북구 돈암동,239366.0,56293.0,11686.0,7653.0,402076.0,487771.0,775368.0,1930628.0,2403079.0,1514201.0,1214377.0,1159545.0,1302740.0,1369129.0,1330167.0,1799962.0,2102179.0,2035933.0,2213056.0,1658159.0,1253498.0,1159860.0,1112643.0,608256.0,28147625.0
145,서울 성북구 동선동,636061.0,162437.0,27285.0,17526.0,227032.0,402445.0,688932.0,1565748.0,2450388.0,1716090.0,1529249.0,1683883.0,1845905.0,1945629.0,2067602.0,2295018.0,2588543.0,2874648.0,3232176.0,2559845.0,2021423.0,2070041.0,1923595.0,1197711.0,37729212.0
146,서울 성북구 보문동,104653.0,37890.0,10950.0,7650.0,88989.0,164274.0,295878.0,689214.0,1250203.0,790851.0,578588.0,513448.0,553685.0,580199.0,584064.0,612578.0,702935.0,767958.0,936237.0,646123.0,468533.0,464826.0,420595.0,229667.0,11499988.0
147,서울 성북구 삼선동,393842.0,114878.0,18198.0,13287.0,377936.0,687287.0,940029.0,2136329.0,3356618.0,2475063.0,2150159.0,2165806.0,2396670.0,2503291.0,2568386.0,2875656.0,3237430.0,3219525.0,3567754.0,2534356.0,2051764.0,1990346.0,1772268.0,986554.0,44533432.0
148,서울 성북구 석관동,126677.0,27426.0,10426.0,19673.0,160810.0,356275.0,550249.0,1266055.0,1720702.0,1082820.0,843121.0,812561.0,852916.0,901535.0,877175.0,964215.0,1131083.0,1229785.0,1360828.0,1151619.0,752605.0,695934.0,602376.0,325834.0,17822700.0
149,서울 성북구 성북동,564655.0,195921.0,68810.0,79192.0,421710.0,718719.0,1159163.0,2937318.0,4326186.0,3504281.0,2868272.0,2988566.0,3154866.0,3448102.0,3507063.0,3948708.0,4277741.0,4773024.0,4927984.0,3119814.0,2527558.0,2648036.0,2191545.0,1190132.0,59547366.0
150,서울 성북구 안암동,140803.0,13846.0,7517.0,4834.0,71223.0,197116.0,249301.0,570686.0,1070945.0,877461.0,901588.0,792384.0,757980.0,874038.0,815599.0,920182.0,1010907.0,1055283.0,1072210.0,745603.0,629283.0,661465.0,607678.0,412998.0,14460930.0
151,서울 성북구 월곡동,142106.0,16620.0,7245.0,3360.0,178611.0,342081.0,549618.0,1170186.0,1906617.0,1283836.0,1136601.0,1077669.0,1133986.0,1226716.0,1244004.0,1361627.0,1507464.0,1578324.0,1790618.0,1414826.0,973450.0,877939.0,732268.0,405315.0,22061087.0
152,서울 성북구 장위동,264336.0,43432.0,12841.0,12093.0,343215.0,573434.0,1142260.0,2639957.0,3341301.0,1980095.0,1515583.0,1458911.0,1599332.0,1672648.0,1667954.0,1875774.0,2104623.0,2263325.0,2597168.0,2409392.0,1527852.0,1343516.0,1166891.0,679830.0,34235763.0
153,서울 성북구 정릉동,547291.0,63655.0,133.0,4035.0,438627.0,889118.0,1699119.0,4129609.0,6129487.0,4349152.0,4389353.0,4001140.0,3983812.0,4357372.0,4318126.0,4659819.0,5451869.0,5728559.0,5437994.0,4201749.0,3135419.0,2978429.0,2735524.0,1510899.0,75140290.0
154,서울 성북구 종암동,215718.0,17131.0,9813.0,6156.0,266248.0,638696.0,901502.0,1996364.0,2762352.0,1886091.0,1566900.0,1468298.0,1621853.0,1707429.0,1701908.0,1945012.0,2113425.0,2218896.0,2439350.0,1968767.0,1429437.0,1316065.0,1207902.0,656970.0,32062283.0
155,서울 성북구 창신동,330.0,0.0,0.0,0.0,0.0,0.0,2625.0,5850.0,6300.0,5580.0,4815.0,5910.0,6150.0,6600.0,9030.0,10305.0,10605.0,12345.0,16620.0,15705.0,10590.0,9000.0,8280.0,5745.0,152385.0
156,서울 송파구 가락동,373975.0,90521.0,36015.0,18243.0,278909.0,561958.0,1096774.0,2455097.0,3724470.0,2392099.0,1772480.0,1688885.0,1842661.0,1945977.0,1938929.0,2285011.0,2678707.0,3060730.0,3701190.0,2531338.0,1984007.0,1874214.0,1739117.0,922011.0,40993318.0
157,서울 송파구 거여동,92177.0,10703.0,5720.0,5852.0,74048.0,155936.0,377430.0,923742.0,1216859.0,802142.0,568211.0,527291.0,584020.0,600896.0,610266.0,715825.0,864145.0,901664.0,1056606.0,831496.0,571377.0,548951.0,494946.0,261597.0,12801900.0
158,서울 송파구 마천동,118600.0,99.0,0.0,0.0,97832.0,246886.0,464678.0,1062615.0,1295244.0,818321.0,644188.0,607725.0,670351.0,698912.0,691773.0,841764.0,950832.0,955632.0,1009723.0,809373.0,571598.0,529459.0,505803.0,304574.0,13895982.0
159,서울 송파구 문정동,171563.0,75065.0,16806.0,5372.0,100737.0,140198.0,434818.0,1086592.0,1580085.0,974819.0,700142.0,653852.0,718976.0,734704.0,755926.0,896396.0,1121978.0,1281685.0,1541995.0,1018910.0,762205.0,708870.0,629250.0,331852.0,16442796.0
160,서울 송파구 방이동,172872.0,24519.0,10252.0,11770.0,33799.0,199978.0,398230.0,886981.0,1535563.0,1129590.0,770734.0,740030.0,801119.0,883416.0,891332.0,947746.0,1117116.0,1255353.0,1519636.0,1100798.0,873460.0,890222.0,829329.0,479678.0,17503523.0
161,서울 송파구 삼전동,38479.0,1674.0,0.0,0.0,11585.0,84745.0,194403.0,475802.0,761692.0,499459.0,323386.0,284861.0,325201.0,343964.0,342623.0,396896.0,473370.0,472570.0,589304.0,443277.0,327254.0,324230.0,299887.0,153168.0,7167830.0
